Estado,Municípios,Característica,Nome da Manifestação,Nome da Manifestação 2,Data,No de Participantes,Tipo de Trabalho,Tipo de Reivindicação,Type of Claim,Claim Category,Tipo de Violência,Type of Violence
São Paulo,Penápolis,Terra,"Bloq. Rod. Marechal
Rondon",Grito dos Excluídos,7/9/2013,200,,Desapropriação/ Reforma Agrária,Expropriation/Agrarian Reform,Land Reform,,
São Paulo,Promissão,Terra,Bloqueio da BR - 153,,3/7/2013,100,,Crédito/ Assentamento de famílias,Credit/Family Settlement,Welfare,,
São Paulo,Ribeirão Preto,Terra,"Bloq.da Rod.
Anhanguera","Jornada Nac. de
Lutas",17/4/2013,150,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
São Paulo,Ribeirão Preto,Terra,"Bloq. da Rodovia
Anhanguera",,30/8/2013,200,,Educação/ Saúde/ Reforma Agrária/ Seguridade social,Education/Health/Agrarian Reform/Social Security,Public Policies,,
São Paulo,São Paulo,Questão Indígena,"Bloq. Rod.
Bandeirantes","Contra PEC
215",26/9/2013,,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
São Paulo,Serrana,Terra,Bloq. Rodovia Abrão Assed,,18/10/2013,,,Desapropriação,Expropriation,Injustice,,
São Paulo,Teodoro Sampaio,Terra,"Bloq. da Rodovia General
Euclides Figueiredo",,27/8/2013,,,Crédito/ Infraestrutura/ Reforma Agrária,Credit/Infrastructure/Land Reform,Land Reform,,
Sergipe,Canindé de São Francisco,Terra,"Bloq. de Rodovia
Estadual","Memória Massacre
Eldorado dos Carajás",17/4/2013,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Sergipe,Carira,Terra,Bloq. BR-101,"Memória
Massacre Eldorado dos
Carajás",17/4/2013,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Sergipe,Gararu,Terra,"Bloq. de Rodovia
Estadual","Memória Massacre
Eldorado dos Carajás",17/4/2013,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Sergipe,Itabaiana,Terra,Bloq. BR-101,"Memória
Massacre Eldorado dos
Carajás",17/4/2013,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Sergipe,Itaporanga da Ajuda,Terra,Bloq. BR-101,"Memória
Massacre Eldorado dos
Carajás",17/4/2013,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Sergipe,Itaporanga da Ajuda,Indefinida,Bloqueio da BR-101,,27/11/2013,,,Infraestrutura,Infrastructure,Infrastructure,,
Sergipe,Lagarto,Terra,"Bloq. de Rodovia
Estadual","Memória Massacre
Eldorado dos Carajás",17/4/2013,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Sergipe,Malhador,Terra,"Bloq. de Rodovia
Estadual","Memória Massacre
Eldorado dos Carajás",17/4/2013,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Sergipe,Pinhão,Terra,Bloq. BR-235,"Memória
Massacre Eldorado dos
Carajás",17/4/2013,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Sergipe,Poço Redondo,Terra,Bloq. da SE-175,"Assent.
Barra da Onça",9/1/2013,,,Crédito/ Políticas p ú b  l ic a s,Credit/Debt Policies,Public Policies,,
Sergipe,Ribeirópolis,Terra,Bloq. BR-235,"Memória
Massacre Eldorado dos
Carajás",17/4/2013,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Sergipe,Santo Amaro das Brotas,Terra,Bloqueio da SE-100,,17/10/2013,,,Contra monocultura/ Reforma Agrária,Against Monoculture/Agrarian Reform,Land Reform,,
Tocantins,Aliança do Tocantins,Terra,Bloq. da BR-153,"Jorn. Nac.
de Lutas das Mulheres",7/3/2013,500,,Contra monocultura/ Reforma Agrária,Against Monoculture/Agrarian Reform,Land Reform,,
Tocantins,Fortaleza do Tabocão,Terra,Bloqueio da BR - 153,,16/10/2013,500,,Reforma Agrária/ Assentamento de famílias/ Contra agrotóxicos,Agrarian Reform/Settlement of families/Contra agrotóxicos,Property,,
Tocantins,Porto Nacional,Terra,"Bloqueio da Belém
-Brasília",BR-010,11/7/2013,75,,Reforma Agrária,Land reform,Land Reform,,
Acre,Rio Branco,Terra,"Bloq. Rod.
Transacreana","Seringal
C a c h o e  ir a",09/09/2015,,,Infraestrutura,Infrastructure,Infrastructure,,
Acre,Rio Branco,Terra,"Bloq. da Estrada
Transacreana","Seringal São
Francisco do Espalha e
Outros",01/08/2015,60,,Regularização fundiária/ Infraestrutura,Land regularization/Infrastructure,Land Reform,,
Acre,Rio Branco,Questão Indígena,Bloq. da BR-364,"Contra
PEC-215",23/10/2015,300,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Alagoas,Atalaia,Terra,Bloq. BR-316,"Jor. por Ref.
Agrária",15/04/2015,,,Contra a injustiça e a violência/ Questões trabalhistas/ Reforma Agrária/ Água/ Contra mineradoras,Against injustice and violence/Labor issues/Agrarian Reform/Water/Mining,Public Policies,,
Alagoas,Delmiro Gouveia,Questão Indígena,Bloq. BR-101,"Contra
PEC-215",27/10/2015,,,Cumprimento de acordos/ Demarcação de área indígena,Compliance with Indigenous Accords/Demarcation,Indigenous Issues,,
Alagoas,Flexeiras,Terra,Bloq. BR-101,"Jor. por Ref.
Agrária",15/04/2015,,,Contra a injustiça e a violência/ Questões trabalhistas/ Reforma Agrária/ Água/ Contra mineradoras,Against injustice and violence/Labor issues/Agrarian Reform/Water/Mining,Public Policies,,
Alagoas,Joaquim Gomes,Questão Indígena,Bloq. BR-101,"Contra
PEC-215",22/10/2015,,,Cumprimento de acordos/ Demarcação de área indígena,Compliance with Indigenous Accords/Demarcation,Indigenous Issues,,
Alagoas,Joaquim Gomes,Questão Indígena,Bloq. BR-101,"Contra
PEC-215",27/10/2015,,,Cumprimento de acordos/ Demarcação de área indígena,Compliance with Indigenous Accords/Demarcation,Indigenous Issues,,
Alagoas,Joaquim Gomes,Terra,Bloq. BR-101,"Jor. por Ref.
Agrária",15/04/2015,,,Contra a injustiça e a violência/ Questões trabalhistas/ Reforma Agrária/ Água/ Contra mineradoras,Against injustice and violence/Labor issues/Agrarian Reform/Water/Mining,Public Policies,,
Alagoas,Messias,Questão Indígena,Bloq. BR-101,"Contra
PEC-215",27/10/2015,,,Cumprimento de acordos/ Demarcação de área indígena,Compliance with Indigenous Accords/Demarcation,Indigenous Issues,,
Alagoas,Novo Lino,Questão Indígena,Bloq. BR-101,"Contra
PEC-215",27/10/2015,,,Cumprimento de acordos/ Demarcação de área indígena,Compliance with Indigenous Accords/Demarcation,Indigenous Issues,,
Alagoas,Porto Real do Colégio,Questão Indígena,Bloq. BR-101,"Contra
PEC-215",27/10/2015,,,Cumprimento de acordos/ Demarcação de área indígena,Compliance with Indigenous Accords/Demarcation,Indigenous Issues,,
Alagoas,Porto Real do Colégio,Questão Indígena,Bloq. BR-101,"Contra PEC
215",22/10/2015,100,,Cumprimento de acordos/ Demarcação de área indígena,Compliance with Indigenous Accords/Demarcation,Indigenous Issues,,
Alagoas,Porto Real do Colégio,Água,Bloq. BR-101,"Colônia de
Pescadores D-36",28/01/2015,300,,Seguro defeso/ Políticas p ú b  l ic a s,Insurance closed/P a b ic ic policies,Public Policies,,
Alagoas,União dos Palmares,Terra,Bloq. BR-104,"Jor. por Ref.
Agrária",15/04/2015,,,Contra a injustiça e a violência/ Questões trabalhistas/ Reforma Agrária/ Água/ Contra mineradoras,Against injustice and violence/Labor issues/Agrarian Reform/Water/Mining,Public Policies,,
Bahia,Belmonte,Política Agrícola,Bloqueio da BA-275,,21/07/2015,40,,Infraestrutura,Infrastructure,Infrastructure,,
Bahia,Caetité,Terra,Bloq. Trecho da Fiol,"Com.
Curral Velho",05/03/2015,100,,Contra a injustiça e a violência/ Indenização,Against injustice and violence/Indemnification,Injustice,,
Bahia,Caetité,Terra,Bloq. de Trecho da Fiol,"Com.
Serragem e Curral Velho",05/03/2015,160,,Infraestrutura/ Indenização,Infrastructure/Indemnification,Infrastructure,,
Bahia,Campo Formoso,Terra,"Bloq. da Estrada de Acesso
ao Parque Eólico
Morrinhos","Com. Borda da
Mata",07/05/2015,,,Cumprimento de acordos,Compliance with agreements,Land Reform,,
Bahia,Ilhéus,Questão Indígena,Bloq. da BA-001,"Serra do
Padeiro",04/05/2015,150,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Bahia,Prado,Questão Indígena,Bloq. Ponte Rio do Peixe,"T. I.
Cahy-Pequi",24/09/2015,,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Bahia,Sento Sé,Água,Bloqueio da BA-210,,11/03/2015,,,Infraestrutura/ Água,Infrastructure/Water,Infrastructure,,
Ceará,Aquiraz,Indefinida,"Bloq. da Estrada de Acesso à
Resex Batoque",,07/04/2015,,,Infraestrutura,Infrastructure,Infrastructure,,
Distrito Federal,Brasília,Terra,Bloq. da BR-040,"Acamp. Oito
de Março",11/06/2015,200,,Reforma Agrária,Land reform,Land Reform,,
Distrito Federal,Brasília,Terra,Bloqueio da Epia Sul,,23/03/2015,30,,Reforma Agrária,Land reform,Land Reform,,
Distrito Federal,Brasília,Terra,"Bloq. das Faixas do Eixo
Monumental","Jorn. Nac. de
Luta por R.A",13/04/2015,,,Reforma Agrária/ Demarcação de área indígena/ Titulação de área quilombola,Agrarian Reform/Demarcation of indigenous area/Quadombola area titling,Indigenous Issues,,
Distrito Federal,Brasília,Terra,"Bloq. das Faixas da
Esplanada dos Ministérios",,20/04/2015,250,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,Infrastructure,,
Distrito Federal,Brasília,Questão Indígena,"Bloqueio das Pistas do Eixo
M o n u m e n  ta  l",,08/07/2015,100,,Saúde/ Demarcação de área indígena,Indigenous Area Health/Demarcation,Indigenous Issues,,
Distrito Federal,Brasília,Terra,"Bloqueio das Faixas do Eixo
Monumental",,01/10/2015,100,,Reforma Agrária/ Contra agrotóxicos,Agrarian Reform/Against agrochemicals,Environment,,
Distrito Federal,Brasília,Questão Indígena,Bloqueio da BR-040,"Contra
PEC-215",09/11/2015,200,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Distrito Federal,São Sebastião,Terra,Bloqueio da BR-251,,23/03/2015,,,Reforma Agrária,Land reform,Land Reform,,
Distrito Federal,Taguatinga,Terra,Bloqueio da DF-001,,24/06/2015,90,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Espírito Santo,Colatina,Terra,Bloq. da Rod. ES-259,"Jor. de
Lutas das Mulheres
Camponesas",09/03/2015,1000,,Contra monocultura/ Reforma Agrária/ Contra agrotóxicos,Against Monoculture/Agrarian Reform/Against Agrochemicals,Land Reform,,
Goiás,Alexânia,Terra,Bloq. da BR-060,"Jor. Nac. de
Lutas",18/05/2015,1000,,Incentivos à pequena produção/ Reforma Agrária/ Água/ Políticas p ú b  l ic a s,Incentives for small-scale production/Agrarian Reform/Water/Public policies,Public Policies,,
Goiás,Aparecida de Goiânia,Terra,Bloqueio da BR-153,,06/08/2015,100,,Contra privatização,Against privatization,Property,,
Goiás,Formosa,Terra,Bloq. da BR-020,"Jor. Nac. de
Lutas",18/05/2015,1000,,Incentivos à pequena produção/ Reforma Agrária/ Água,Incentives for small-scale production/Agrarian Reform/Water,Land Reform,,
Goiás,Santa Helena de Goiás,Trabalhista,Bloq. da GO-210,"Us. Santa
Helena",15/12/2015,,,Questões trabalhistas/ S a  lá r  io,Labor issues/S a ry,Wages,,
Goiás,Uruaçu,Terra,Bloq. da BR-080,"Jor. Nac. de
Lutas",18/05/2015,1000,,Incentivos à pequena produção/ Reforma Agrária/ Água/ Políticas p ú b  l ic a s,Incentives for small-scale production/Agrarian Reform/Water/Public policies,Public Policies,,
Goiás,Valparaíso de Goiás,Terra,Bloqueio da BR-040,"Contra
PEC-215",09/11/2015,200,,Contra a injustiça e a violência/ Questão Indígena,Against injustice and violence/Indigenous issue,Indigenous Issues,,
Maranhão,Alto Alegre do Pindaré,Questão Indígena,"Bloq. da Estrada de Ferro
Carajás",T. I. Caru,21/08/2015,,,Cumprimento de acordos,Compliance with agreements,Indigenous Issues,,
Maranhão,Bom Jardim,Questão Indígena,Bloq. BR-316,"Povo
Gamela",11/11/2015,,,Contra a injustiça e a violência/ Demarcação de área indígena,Against injustice and violence/Demarcation of indigenous area,Indigenous Issues,,
Maranhão,Bom Jardim,Questão Indígena,Bloqueio da BR-316,,21/10/2015,,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Maranhão,Buriticupu,Terra,"Bloq. da Estrada de Acesso à
Duplicação da
EFC",Vale,17/06/2015,,,Infraestrutura/ Cumprimento de acordos,Infrastructure/Compliance,Infrastructure,,
Maranhão,Buriticupu,Terra,Bloq. de Estrada,"Com. Pau
Ferrado",02/06/2015,,,Infraestrutura/ Cumprimento de acordos,Infrastructure/Compliance,Infrastructure,,
Maranhão,Mirinzal,Questão Quilombola,Bloq. de Estrada,"Com.
Quilombola Aranha e Outras",29/06/2015,,,Infraestrutura/ Saúde/ Contra mineradoras,Infrastructure/Health/Mining,Work Conditions,,
Maranhão,Nova Olinda do Maranhão,Questão Indígena,Bloq. BR-316,"T. I. Alto
Turiaçu",30/07/2015,100,,Educação/ Saúde/ Contra a injustiça e a violência,Education/Health/Against injustice and violence,Public Policies,,
Maranhão,Santa Inês,Questão Indígena,Bloq. BR-316,"Contra
PEC-215",11/11/2015,200,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Maranhão,Viana,Questão Indígena,Bloq. MA-014,"Povo Gamela
contra PEC-215",15/04/2015,100,,Demarcação de área indígena/ Regularização de Território,Demarcation of Indigenous Area/Territorial Regularization,Indigenous Issues,,
Maranhão,Viana,Questão Indígena,Bloq. MA-014,"Contra
PEC-215",11/11/2015,100,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Mato Grosso,Barra do Garças,Terra,Bloqueio da BR-070,,26/07/2015,150,,Cumprimento de acordos/ Reforma Agrária,Compliance/Agrarian Reform,Land Reform,,
Mato Grosso,Cáceres,Terra,Bloq. BR-070,"Jornada de
Luta das Mulheres do Campo",09/03/2015,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Mato Grosso,Cáceres,Terra,Bloq. BR-070,"Jor. Nac. de
Lutas das Mulheres
Camponesas",12/03/2015,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Land Reform,,
Mato Grosso,Cáceres,Terra,Bloq. BR-070,"Jor. Nac. de
Luta por Reforma Agrária",07/04/2015,150,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Land Reform,,
Mato Grosso,Cáceres,Terra,Bloqueio da BR-174,,26/07/2015,100,,Cumprimento de acordos/ Reforma Agrária,Compliance/Agrarian Reform,Land Reform,,
Mato Grosso,Cáceres,Terra,Bloqueio da BR-070,,08/09/2015,200,,Cumprimento de acordos/ Cesta básica/ Reforma Agrária/ Assentamento de famílias,Fulfillment of Agreements/Basic Basket/Agrarian Reform/Settlement of Families,Welfare,,
Mato Grosso,Campinápolis,Terra,Bloqueio da BR-158,,26/07/2015,120,,Cumprimento de acordos,Compliance with agreements,Injustice,,
Mato Grosso,Comodoro,Questão Indígena,Bloq. BR-174,"T.I. Vale do
Guaporé",20/04/2015,30,,Infraestrutura,Infrastructure,Infrastructure,,
Mato Grosso,Comodoro,Questão Indígena,Bloq. BR-174,"T.I. Vale do
Guaporé",09/05/2015,20,,Infraestrutura,Infrastructure,Infrastructure,,
Mato Grosso,Comodoro,Questão Indígena,Bloq. BR-174,"T.I. Vale do
Guaporé",19/05/2015,150,,Infraestrutura,Infrastructure,Infrastructure,,
Mato Grosso,Comodoro,Questão Indígena,Bloq. BR-174,"T.I. Vale do
Guaporé",13/06/2015,250,,Infraestrutura/ Cumprimento de acordos,Infrastructure/Compliance,Infrastructure,,
Mato Grosso,Comodoro,Questão Indígena,Bloq. da BR-174,"T.I. Vale do
Guaporé",16/06/2015,,,Infraestrutura,Infrastructure,Infrastructure,Agressão,Aggression
Mato Grosso,Itaúba,Questão Indígena,Bloq. BR-163,"T.I.
Kaponhinore",27/01/2015,50,,Saúde,Cheers,Health,,
Mato Grosso,Itaúba,Terra,Bloq. BR-163,"Jor. Nac. de
Luta por Reforma Agrária",07/04/2015,200,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Mato Grosso,Jaciara,Terra,Bloqueio da BR-364,,26/07/2015,115,,Cumprimento de acordos/ Reforma Agrária,Compliance/Agrarian Reform,Land Reform,,
Mato Grosso,Jaciara,Terra,Bloqueio da BR-364,,08/09/2015,200,,Cumprimento de acordos/ Cesta básica/ Reforma Agrária/ Assentamento de famílias,Fulfillment of Agreements/Basic Basket/Agrarian Reform/Settlement of Families,Welfare,,
Mato Grosso,Juína,Questão Indígena,Bloq. MT-170,"T. I.
Enawenê-Nawê",24/10/2015,400,,Infraestrutura/ Cumprimento de acordos,Infrastructure/Compliance,Infrastructure,Assassinat o,Assassinat the
Mato Grosso,Pedra Preta,Terra,Bloqueio da BR-364,,26/07/2015,115,,Cumprimento de acordos/ Reforma Agrária,Compliance/Agrarian Reform,Land Reform,,
Mato Grosso,Rondonópolis,Terra,Bloqueio da BR-364,,08/06/2015,60,,Cesta básica,Basic basket,Welfare,,
Mato Grosso,Rondonópolis,Terra,Bloqueio da BR-364,,15/06/2015,300,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Mato Grosso,Tangará da Serra,Terra,Bloq. MT-358,"Jor. Nac. de
Lutas das Mulheres
Camponesas",12/03/2015,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Mato Grosso,Tangará da Serra,Terra,Bloq. MT-358,"Jor. Nac. de
Luta por Reforma Agrária",07/04/2015,150,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Mato Grosso do Sul,Amambaí,Questão Indígena,Bloq. MS-386,"Contra
PEC-215",11/11/2015,100,,Contra a injustiça e a violência/ Demarcação de área indígena,Against injustice and violence/Demarcation of indigenous area,Indigenous Issues,,
Mato Grosso do Sul,Anastácio,Terra,Bloqueio  da BR-262,,20/05/2015,,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Angélica,Terra,Bloqueio da BR-267,,20/05/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Antônio João,Questão Indígena,Bloq. BR-384,"Nhanderu
Marangatu",21/10/2015,,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Mato Grosso do Sul,Caarapó,Questão Indígena,Bloq. BR-163,"Aldeia
Te'yikue",14/04/2015,100,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Mato Grosso do Sul,Campo Grande,Terra,Bloqueio da BR-262,,20/05/2015,60,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Campo Grande,Terra,Bloqueio da BR-163,,20/05/2015,,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Campo Grande,Terra,Bloq. da BR-163,"Marcha por
Reforma Agrária",07/09/2015,,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Dourados,Questão Indígena,Bloq. da MS-156,"Aldeias
Bororo e Jaguapiru",22/09/2015,,,Infraestrutura,Infrastructure,Infrastructure,,
Mato Grosso do Sul,Dourados,Questão Indígena,Bloq. MS-156,"Contra
PEC-215",11/11/2015,300,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Mato Grosso do Sul,Itaquiraí,Terra,Bloqueio da BR-163,Km 104,05/01/2015,75,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Itaquiraí,Terra,Bloq. BR-163,"Faz. Santa
Olinda",30/01/2015,,,Desapropriação,Expropriation,Property,,
Mato Grosso do Sul,Japorã,Questão Indígena,Bloq. BR-163,"Contra
PEC-215",11/11/2015,100,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Mato Grosso do Sul,Mundo Novo,Questão Indígena,Bloq. da BR-163,"Nhanderu
Marangatu",01/09/2015,100,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Mato Grosso do Sul,Mundo Novo,Terra,Bloqueio da BR-163,,20/05/2015,,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Naviraí,Terra,Bloqueio da BR-163,,20/05/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Nova Alvorada do Sul,Terra,Bloqueio da BR-163,Km 409,05/01/2015,70,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Nova Andradina,Terra,Bloqueio da BR-267,Km 140,05/01/2015,75,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Nova Andradina,Terra,Bloqueio da BR-267,,07/05/2015,100,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Nova Andradina,Terra,Bloq. BR-267,"Faz. Santa
Olinda",30/01/2015,,,Desapropriação,Expropriation,Property,,
Mato Grosso do Sul,Rio Brilhante,Questão Indígena,Bloq. BR-163,"Contra
PEC-215",11/11/2015,100,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Mato Grosso do Sul,Rio Brilhante,Questão Indígena,Bloq. BR-163,"Contra
PEC-215",14/04/2015,70,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Mato Grosso do Sul,Sidrolândia,Terra,Bloqueio da BR-060,,20/05/2015,,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Terenos,Terra,Bloqueio da BR-262,Km 409,05/01/2015,80,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Terenos,Terra,Bloq. BR-262,"Faz. Santa
Olinda",30/01/2015,,,Desapropriação,Expropriation,Property,,
Mato Grosso do Sul,Bocaiúva,Terra,Bloq. BR-135,Faz. Garrote,03/08/2015,120,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
Mato Grosso do Sul,Catas Altas,Terra,Bloq. MG-129,"Contra o Proj.
Tamanduá",21/07/2015,900,,Contra mineradoras,Against miners,Environment,,
Mato Grosso do Sul,Conceição do Mato Dentro,Terra,Bloq. MG-10,"Contra
Mineroduto Minas-Rio",28/07/2015,80,,Defesa da água e do meio ambiente/ Contra mineradoras,Defense of water and environment/Contra mines,Environment,,
Mato Grosso do Sul,Engenheiro Navarro,Terra,Bloq. da BR-135,"Faz. Sto.
Eloy",07/12/2015,200,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
Mato Grosso do Sul,Frutal,Terra,Bloq. BR-153,"Jornada de
Luta por R. A.",11/03/2015,200,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,,Terra,Bloq. da MG-105,"Faz. Aurora
Dois",21/05/2015,400,,Desapropriação/ Reforma Agrária,Expropriation/Agrarian Reform,Property,,
Mato Grosso do Sul,Jequitinhonha,Terra,Bloq. MG-105,"Faz. Aurora
Dois",26/05/2015,400,,Desapropriação/ Reforma Agrária,Expropriation/Agrarian Reform,Property,,
Mato Grosso do Sul,Monte Alegre de Minas,Terra,Bloq. BR-365,"Jornada de
Luta por R. A.",11/03/2015,70,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Montes Claros,Água,Bloq. BR-251,"Com. às
margens do Rio Peruaçu",12/03/2015,400,,Revitalização/Contra Transp. do Rio São Francisco/ Água/ Políticas públicas,Revitalization/Contra Transp. of the São Francisco River/Water/Public Policies,Public Policies,,
Mato Grosso do Sul,Patos de Minas,Terra,Bloq. da Estrada,"Faz. da
Epamig",22/02/2015,60,,Desapropriação/ Reforma Agrária,Expropriation/Agrarian Reform,Property,,
Mato Grosso do Sul,Resplendor,Água,Bloq. da Ferrovia da Vale,"T.
I. Krenak",15/11/2015,200,,Água/ Contra mineradoras/ Políticas p ú b  l ic a s,Water/Mining/Public Policies,Public Policies,,
Mato Grosso do Sul,Uberlândia,Terra,Bloq. BR-365,"Protesto por R.
A.",18/03/2015,150,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Uberlândia,Terra,Bloqueio da Av. João Naves,,07/04/2015,,,Cumprimento de acordos/ Reforma Agrária/ Políticas p ú b  l ic a s,Compliance with Agreements/Agrarian Reform/Public Policies,Public Policies,,
Mato Grosso do Sul,Visconde do Rio Branco,Terra,Bloq. BR-120,"Jornada de
Luta por R. A.",11/03/2015,60,,Reforma Agrária,Land reform,Land Reform,,
Pará,Altamira,Água,"Bloq. da
Transamazônica","UHE Belo
Monte",13/01/2015,60,,Cumprimento de acordos/ Indenização,Compliance with agreements/Indemnification,Environment,,
Pará,Altamira,Terra,"Bloq. da Estrada do
Aeroporto","UHE Belo
Monte",14/05/2015,100,,Reassentamento/ Indenização,Resettlement/Indemnity,Property,,
Pará,Altamira,Água,Bloq. BR-230,"UHE Belo
Monte",05/10/2015,110,,Indenização/ Contra barragens/ Políticas p ú b  l ic a s,Compensation/Against dams/Public policies,Public Policies,,
Pará,Barcarena,Água,"Bloq. da Estrada do Porto da
Vila do Conde","Multinacional
Bunge",09/06/2015,,,Contra a injustiça e a violência/ Defesa da água e do meio ambiente/ Políticas p ú b  l ic a s,Against injustice and violence/Defense of water and the environment/P ublic policies,Environment,,
Pará,Curionópolis,Terra,Bloq. PA-275,"Faz.
Fazendinha",17/11/2015,135,,Cumprimento de acordos/ Reforma Agrária/ Assentamento de famílias,Compliance/Agrarian Reform/Settlement of Families,Property,,
Pará,Eldorado dos Carajás,Terra,Bloq. BR-155,"Massacre de
Eldorado",17/04/2015,350,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Land Reform,,
Pará,Itaituba,Terra,Bloq. BR-230,"Acamp. em
defesa da Vida e do Território",08/09/2015,500,,Regularização fundiária/ Infraestrutura/ Educação/ Saúde,Land regularization/Infrastructure/Education/Health,Public Policies,,
Pará,Marabá,Terra,Bloq. BR-155,"Faz.
Cedro",17/11/2015,,,Cumprimento de acordos/ Cesta básica/ Reforma Agrária/ Assentamento de famílias,Fulfillment of Agreements/Basic Basket/Agrarian Reform/Settlement of Families,Property,,
Pará,Santana do Araguaia,Terra,Bloq. da BR-158,"Faz. Ouro
Verde e Vitória Régia",29/07/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Pará,São Félix do Xingu,Terra,Bloq. de Estrada,"Acamp.
Novo Oeste",17/11/2015,140,,Contra a injustiça e a violência/ Assentamento de famílias,Against injustice and violence/Settlement of families,Property,,
Pará,Vitória do Xingu,Água,Bloq. km 40 da BR-230,"Sítio
Belo Monte",17/05/2015,,,Regularização fundiária/ Crédito/ Infraestrutura,Land regularization/Credit/Infrastructure,Land Reform,,
Pará,Vitória do Xingu,Água,Bloq. km 55 da BR-230,"Sítio
Pimental",17/05/2015,,,Regularização fundiária/ Crédito/ Infraestrutura,Land regularization/Credit/Infrastructure,Land Reform,,
